diet_date,carbs_g,protein_g,fat_g,calories_kcal,cardio_semanal_min,bodyweight_kg,notes,cycle_id
2023-05-06,250,190,85,2525,210,104.3,,1
2023-05-07,250,190,85,2525,210,104.3,,1
2023-05-08,250,190,85,2525,210,104.3,,1
2023-05-09,250,190,85,2525,210,104.3,,1
2023-05-10,250,190,85,2525,210,104.3,,1
2023-05-11,250,190,85,2525,210,104.3,,1
2023-05-12,250,190,85,2525,210,104.3,,1
2023-05-13,225,190,85,2425,210,103.6,,1
2023-05-14,225,190,85,2425,210,103.6,,1
2023-05-15,225,190,85,2425,210,103.6,,1
2023-05-16,225,190,85,2425,210,103.6,,1
2023-05-17,225,190,85,2425,210,103.6,,1
2023-05-18,225,190,85,2425,210,103.6,,1
2023-05-19,225,190,85,2425,210,103.6,,1
2023-05-20,220,200,85,2445,210,101.9,,1
2023-05-21,220,200,85,2445,210,101.9,,1
2023-05-22,220,200,85,2445,210,101.9,,1
2023-05-23,220,200,85,2445,210,101.9,,1
2023-05-24,220,200,85,2445,210,101.9,,1
2023-05-25,220,200,85,2445,210,101.9,,1
2023-05-26,220,200,85,2445,210,101.9,,1
2023-05-27,200,200,85,2365,210,99.6,,1
2023-05-28,200,200,85,2365,210,99.6,,1
2023-05-29,200,200,85,2365,210,99.6,,1
2023-05-30,200,200,85,2365,210,99.6,,1
2023-05-31,200,200,85,2365,210,99.6,,1
2023-06-01,200,200,85,2365,210,99.6,,1
2023-06-02,200,200,85,2365,210,99.6,,1
2023-06-03,180,200,85,2285,210,98.8,,1
2023-06-04,180,200,85,2285,210,98.8,,1
2023-06-05,180,200,85,2285,210,98.8,,1
2023-06-06,180,200,85,2285,210,98.8,,1
2023-06-07,180,200,85,2285,210,98.8,,1
2023-06-08,180,200,85,2285,210,98.8,,1
2023-06-09,180,200,85,2285,210,98.8,,1
2023-06-10,160,200,85,2205,210,97.5,,1
2023-06-11,160,200,85,2205,210,97.5,,1
2023-06-12,160,200,85,2205,210,97.5,,1
2023-06-13,160,200,85,2205,210,97.5,,1
2023-06-14,160,200,85,2205,210,97.5,,1
2023-06-15,160,200,85,2205,210,97.5,,1
2023-06-16,160,200,85,2205,210,97.5,,1
2023-06-17,140,200,85,2125,210,97.5,,1
2023-06-18,140,200,85,2125,210,97.5,,1
2023-06-19,140,200,85,2125,210,97.5,,1
2023-06-20,140,200,85,2125,210,97.5,,1
2023-06-21,140,200,85,2125,210,97.5,,1
2023-06-22,140,200,85,2125,210,97.5,,1
2023-06-23,140,200,85,2125,210,97.5,,1
2023-06-24,140,200,85,2125,210,96.4,,1
2023-06-25,140,200,85,2125,210,96.4,,1
2023-06-26,140,200,85,2125,210,96.4,,1
2023-06-27,140,200,85,2125,210,96.4,,1
2023-06-28,140,200,85,2125,210,96.4,,1
2023-06-29,140,200,85,2125,210,96.4,,1
2023-06-30,140,200,85,2125,210,96.4,,1
2023-07-01,140,200,85,2125,210,95.8,,1
2023-07-02,140,200,85,2125,210,95.8,,1
2023-07-03,140,200,85,2125,210,95.8,,1
2023-07-04,140,200,85,2125,210,95.8,,1
2023-07-05,140,200,85,2125,210,95.8,,1
2023-07-06,140,200,85,2125,210,95.8,,1
2023-07-07,140,200,85,2125,210,95.8,,1
2023-07-08,140,200,85,2125,210,95.1,,1
2023-07-09,140,200,85,2125,210,95.1,,1
2023-07-10,140,200,85,2125,210,95.1,,1
2023-07-11,140,200,85,2125,210,95.1,,1
2023-07-12,140,200,85,2125,210,95.1,,1
2023-07-13,140,200,85,2125,210,95.1,,1
2023-07-14,140,200,85,2125,210,95.1,,1
2023-07-15,140,200,85,2125,210,93.4,,1
2023-07-16,140,200,85,2125,210,93.4,,1
2023-07-17,140,200,85,2125,210,93.4,,1
2023-07-18,140,200,85,2125,210,93.4,,1
2023-07-19,140,200,85,2125,210,93.4,,1
2023-07-20,140,200,85,2125,210,93.4,,1
2023-07-21,140,200,85,2125,210,93.4,,1
2023-07-22,140,200,85,2125,210,94.0,,1
2023-07-23,140,200,85,2125,210,94.0,,1
2023-07-24,140,200,85,2125,210,94.0,,1
2023-07-25,140,200,85,2125,210,94.0,,1
2023-07-26,140,200,85,2125,210,94.0,,1
2023-07-27,140,200,85,2125,210,94.0,,1
2023-07-28,140,200,85,2125,210,94.0,,1
2023-07-29,140,200,85,2125,210,93.8,,1
2023-07-30,140,200,85,2125,210,93.8,,1
2023-07-31,140,200,85,2125,210,93.8,,1
2023-08-01,140,200,85,2125,210,93.8,,1
2023-08-02,140,200,85,2125,210,93.8,,1
2023-08-03,140,200,85,2125,210,93.8,,1
2023-08-04,140,200,85,2125,210,93.8,,1
2023-08-05,120,200,85,2045,210,91.9,,1
2023-08-06,120,200,85,2045,210,91.9,,1
2023-08-07,120,200,85,2045,210,91.9,,1
2023-08-08,120,200,85,2045,210,91.9,,1
2023-08-09,120,200,85,2045,210,91.9,,1
2023-08-10,120,200,85,2045,210,91.9,,1
2023-08-11,120,200,85,2045,210,91.9,,1
2023-08-12,120,200,85,2045,210,92.6,,1
2023-08-13,120,200,85,2045,210,92.6,,1
2023-08-14,120,200,85,2045,210,92.6,,1
2023-08-15,120,200,85,2045,210,92.6,,1
2023-08-16,120,200,85,2045,210,92.6,,1
2023-08-17,120,200,85,2045,210,92.6,,1
2023-08-18,120,200,85,2045,210,92.6,,1
2023-08-19,120,200,85,2045,210,91.0,,1
2023-08-20,120,200,85,2045,210,91.0,,1
2023-08-21,120,200,85,2045,210,91.0,,1
2023-08-22,120,200,85,2045,210,91.0,,1
2023-08-23,120,200,85,2045,210,91.0,,1
2023-08-24,120,200,85,2045,210,91.0,,1
2023-08-25,120,200,85,2045,210,91.0,,1
2023-08-26,120,200,85,2045,210,91.3,Curso US SP + lesão lombar,1
2023-08-27,120,200,85,2045,210,91.3,Curso US SP + lesão lombar,1
2023-08-28,120,200,85,2045,210,91.3,Curso US SP + lesão lombar,1
2023-08-29,120,200,85,2045,210,91.3,Curso US SP + lesão lombar,1
2023-08-30,120,200,85,2045,210,91.3,Curso US SP + lesão lombar,1
2023-08-31,120,200,85,2045,210,91.3,Curso US SP + lesão lombar,1
2023-09-01,120,200,85,2045,210,91.3,Curso US SP + lesão lombar,1
2023-09-02,120,200,85,2045,210,90.4,Curso US Cetre,1
2023-09-03,120,200,85,2045,210,90.4,Curso US Cetre,1
2023-09-04,120,200,85,2045,210,90.4,Curso US Cetre,1
2023-09-05,120,200,85,2045,210,90.4,Curso US Cetre,1
2023-09-06,120,200,85,2045,210,90.4,Curso US Cetre,1
2023-09-07,120,200,85,2045,210,90.4,Curso US Cetre,1
2023-09-08,120,200,85,2045,210,90.4,Curso US Cetre,1
2023-09-09,120,200,85,2045,210,89.5,,1
2023-09-10,120,200,85,2045,210,89.5,,1
2023-09-11,120,200,85,2045,210,89.5,,1
2023-09-12,120,200,85,2045,210,89.5,,1
2023-09-13,120,200,85,2045,210,89.5,,1
2023-09-14,120,200,85,2045,210,89.5,,1
2023-09-15,120,200,85,2045,210,89.5,,1
2023-09-16,120,200,85,2045,210,88.0,,1
2023-09-17,120,200,85,2045,210,88.0,,1
2023-09-18,120,200,85,2045,0,88.0,,2
2023-09-19,120,200,85,2045,0,88.0,,2
2023-09-20,120,200,85,2045,0,88.0,,2
2023-09-21,120,200,85,2045,0,88.0,,2
2023-09-22,120,200,85,2045,0,88.0,,2
2023-09-23,180,200,85,2285,0,89.7,Voltei aqui a aacad,2
2023-09-24,180,200,85,2285,0,89.7,Voltei aqui a aacad,2
2023-09-25,180,200,85,2285,0,89.7,Voltei aqui a aacad,2
2023-09-26,180,200,85,2285,0,89.7,Voltei aqui a aacad,2
2023-09-27,180,200,85,2285,0,89.7,Voltei aqui a aacad,2
2023-09-28,180,200,85,2285,0,89.7,Voltei aqui a aacad,2
2023-09-29,180,200,85,2285,0,89.7,Voltei aqui a aacad,2
2023-09-30,200,190,85,2325,0,89.3,,2
2023-10-01,200,190,85,2325,0,89.3,,2
2023-10-02,200,190,85,2325,0,89.3,,2
2023-10-03,200,190,85,2325,0,89.3,,2
2023-10-04,200,190,85,2325,0,89.3,,2
2023-10-05,200,190,85,2325,0,89.3,,2
2023-10-06,200,190,85,2325,0,89.3,,2
2023-10-07,220,190,85,2405,0,89.6,,2
2023-10-08,220,190,85,2405,0,89.6,,2
2023-10-09,220,190,85,2405,0,89.6,,2
2023-10-10,220,190,85,2405,0,89.6,,2
2023-10-11,220,190,85,2405,0,89.6,,2
2023-10-12,220,190,85,2405,0,89.6,,2
2023-10-13,220,190,85,2405,0,89.6,,2
2023-10-14,240,180,85,2445,0,90.4,,2
2023-10-15,240,180,85,2445,0,90.4,,2
2023-10-16,240,180,85,2445,0,90.4,,2
2023-10-17,240,180,85,2445,0,90.4,,2
2023-10-18,240,180,85,2445,0,90.4,,2
2023-10-19,240,180,85,2445,0,90.4,,2
2023-10-20,240,180,85,2445,0,90.4,,2
2023-10-21,260,180,85,2525,0,89.0,,2
2023-10-22,260,180,85,2525,0,89.0,,2
2023-10-23,260,180,85,2525,0,89.0,,2
2023-10-24,260,180,85,2525,0,89.0,,2
2023-10-25,260,180,85,2525,0,89.0,,2
2023-10-26,260,180,85,2525,0,89.0,,2
2023-10-27,260,180,85,2525,0,89.0,,2
2023-10-28,260,180,85,2525,0,89.0,,2
2023-10-29,260,180,85,2525,0,89.0,,2
2023-10-30,280,179,85,2601,210,90.9,,3
2023-10-31,280,179,85,2601,210,90.9,,3
2023-11-01,280,179,85,2601,210,90.9,,3
2023-11-02,280,179,85,2601,210,90.9,,3
2023-11-03,280,179,85,2601,210,90.9,,3
2023-11-04,280,220,85,2765,210,91.0,,3
2023-11-05,280,220,85,2765,210,91.0,,3
2023-11-06,280,220,85,2765,210,91.0,,3
2023-11-07,280,220,85,2765,210,91.0,,3
2023-11-08,280,220,85,2765,210,91.0,,3
2023-11-09,280,220,85,2765,210,91.0,,3
2023-11-10,280,220,85,2765,210,91.0,,3
2023-11-11,220,200,85,2445,210,90.2,,3
2023-11-12,220,200,85,2445,210,90.2,,3
2023-11-13,220,200,85,2445,210,90.2,,3
2023-11-14,220,200,85,2445,210,90.2,,3
2023-11-15,220,200,85,2445,210,90.2,,3
2023-11-16,220,200,85,2445,210,90.2,,3
2023-11-17,220,200,85,2445,210,90.2,,3
2023-11-18,220,200,85,2445,210,89.7,,3
2023-11-19,220,200,85,2445,210,89.7,,3
2023-11-20,220,200,85,2445,210,89.7,,3
2023-11-21,220,200,85,2445,210,89.7,,3
2023-11-22,220,200,85,2445,210,89.7,,3
2023-11-23,220,200,85,2445,210,89.7,,3
2023-11-24,220,200,85,2445,210,89.7,,3
2023-11-25,205,200,85,2385,210,89.3,,3
2023-11-26,205,200,85,2385,210,89.3,,3
2023-11-27,205,200,85,2385,210,89.3,,3
2023-11-28,205,200,85,2385,210,89.3,,3
2023-11-29,205,200,85,2385,210,89.3,,3
2023-11-30,205,200,85,2385,210,89.3,,3
2023-12-01,205,200,85,2385,210,89.3,,3
2023-12-02,205,200,85,2385,210,88.5,,3
2023-12-03,205,200,85,2385,210,88.5,,3
2023-12-04,205,200,85,2385,210,88.5,,3
2023-12-05,205,200,85,2385,210,88.5,,3
2023-12-06,205,200,85,2385,210,88.5,,3
2023-12-07,205,200,85,2385,210,88.5,,3
2023-12-08,205,200,85,2385,210,88.5,,3
2023-12-09,205,200,85,2385,210,88.0,,3
2023-12-10,205,200,85,2385,210,88.0,,3
2023-12-11,205,200,85,2385,210,88.0,,3
2023-12-12,205,200,85,2385,210,88.0,,3
2023-12-13,205,200,85,2385,210,88.0,,3
2023-12-14,205,200,85,2385,210,88.0,,3
2023-12-15,205,200,85,2385,210,88.0,,3
2023-12-16,205,200,85,2385,210,87.2,,3
2023-12-17,205,200,85,2385,210,87.2,,3
2023-12-18,205,200,85,2385,210,87.2,,3
2023-12-19,205,200,85,2385,210,87.2,,3
2023-12-20,205,200,85,2385,210,87.2,,3
2023-12-21,205,200,85,2385,210,87.2,,3
2023-12-22,205,200,85,2385,210,87.2,,3
2023-12-23,205,200,85,2385,210,87.4,,3
2023-12-24,205,200,85,2385,210,87.4,,3
2023-12-25,205,200,85,2385,210,87.4,,3
2023-12-26,205,200,85,2385,210,87.4,,3
2023-12-27,205,200,85,2385,210,87.4,,3
2023-12-28,205,200,85,2385,210,87.4,,3
2023-12-29,205,200,85,2385,210,87.4,,3
